datetime,total inflows,pool elevation,total release
3/10/2017,10249.41,3593.91,12038.9771
3/11/2017,10700.53,3593.9,10980.7592
3/12/2017,12432.44,3593.95,9692.24667
3/13/2017,9560.18,3593.9,11853.4325
3/14/2017,10731.70,3593.87,12017.6758
3/15/2017,11424.56,3593.85,12207.4521
3/16/2017,13529.36,3593.88,11796.6092
3/17/2017,14138.44,3593.93,11398.825
3/18/2017,15381.24,3594,11633.6492
3/19/2017,16423.99,3594.12,10156.2546
3/20/2017,16066.29,3594.19,12315.1196
3/21/2017,15331.52,3594.26,11578.6013
3/22/2017,17561.12,3594.37,11789.0146
3/23/2017,18651.78,3594.5,11867.2442
3/24/2017,23997.71,3594.73,12154.9413
3/25/2017,20104.07,3594.89,11788.3067
3/26/2017,20492.93,3595.09,10145.315
3/27/2017,21758.76,3595.27,12413.8217
3/28/2017,18940.15,3595.39,12630.0633
3/29/2017,21441.97,3595.57,12082.3896
3/30/2017,21974.13,3595.76,12096.9713
3/31/2017,20156.06,3595.91,12304.1988
4/1/2017,20435.55,3596.11,9885.63583
4/2/2017,22132.02,3596.35,9532.525
4/3/2017,24542.48,3596.61,10906.1225
4/4/2017,24109.92,3596.86,10966.2279
4/5/2017,24998.08,3597.14,10301.8417
4/6/2017,23529.92,3597.39,10350.0004
4/7/2017,23927.62,3597.63,11243.1146
4/8/2017,19631.84,3597.81,10014.0308
4/9/2017,26986.55,3598.14,9645.24375
4/10/2017,20972.75,3598.33,10814.5321
4/11/2017,20540.04,3598.51,10886.6463
4/12/2017,22993.25,3598.74,10751.2517
4/13/2017,21863.62,3598.94,11156.59
4/14/2017,21538.97,3599.13,11338.375
4/15/2017,23462.50,3599.39,9627.77167
4/16/2017,24037.67,3599.67,9146.97083
4/17/2017,24263.69,3599.92,10909.4633
4/18/2017,26558.46,3600.21,11107.0933
4/19/2017,26425.89,3600.5,10949.7167
4/20/2017,30757.76,3600.87,11081.8738
4/21/2017,29072.22,3601.21,10924.8421
4/22/2017,27333.36,3601.54,9675.61375
4/23/2017,28492.25,3601.9,9227.72708
4/24/2017,33260.90,3602.32,10802.7513
4/25/2017,28209.16,3602.64,10969.6463
4/26/2017,28753.33,3602.97,10956.3813
4/27/2017,23469.21,3603.2,10927.1083
4/28/2017,23485.64,3603.43,10927.6233
4/29/2017,27701.97,3603.76,9827.58
4/30/2017,29574.66,3604.14,9012.05167
5/1/2017,25730.66,3604.41,10923.5875
5/2/2017,27015.85,3604.7,11120.9671
5/3/2017,23900.72,3604.93,11183.3113
5/4/2017,23260.98,3605.15,11061.1863
5/5/2017,23501.43,3605.37,11287.2817
5/6/2017,21790.63,3605.58,10097.4038
5/7/2017,18694.62,3605.75,9131.45
5/8/2017,32375.17,3606.14,10995.5779
5/9/2017,29370.42,3606.47,11174.4879
5/10/2017,35850.06,3606.92,11151.8196
5/11/2017,38075.26,3607.42,10614.7154
5/12/2017,37187.59,3607.9,10738.1867
5/13/2017,40141.73,3608.45,9819.07375
5/14/2017,39701.50,3609,9289.86958
5/15/2017,42546.65,3609.57,10953.1571
5/16/2017,44784.36,3610.18,10901.3617
5/17/2017,53281.41,3610.94,11030.68
5/18/2017,45779.63,3611.56,11099.1658
5/19/2017,47454.31,3612.21,10998.7604
5/20/2017,47283.15,3612.87,10147.4633
5/21/2017,46437.65,3613.53,9174.50208
5/22/2017,42153.81,3614.08,10923.4942
5/23/2017,40634.00,3614.6,10998.9454
5/24/2017,39142.75,3615.09,11117.2079
5/25/2017,43327.65,3615.65,11281.2571
5/26/2017,36524.03,3616.09,11175.1392
5/27/2017,42916.92,3616.66,10139.6604
5/28/2017,43909.25,3617.26,9329.84792
5/29/2017,45659.17,3617.89,9262.27542
5/30/2017,44365.17,3618.47,10714.4071
5/31/2017,47129.76,3619.09,11084.3625
6/1/2017,43615.68,3619.61,12916.2479
6/2/2017,44459.51,3620.14,13102.1571
6/3/2017,43440.46,3620.67,11990.0475
6/4/2017,43690.57,3621.22,10982.8517
6/5/2017,46883.55,3621.79,12907.5004
6/6/2017,47532.08,3622.37,12860.4667
6/7/2017,51125.22,3623.01,12818.4558
6/8/2017,53287.29,3623.68,13075.0775
6/9/2017,55688.19,3624.39,12958.8129
6/10/2017,55526.69,3625.11,12032.8271
6/11/2017,58444.00,3625.89,11197.0754
6/12/2017,54963.69,3626.58,12900.0483
6/13/2017,60601.74,3627.36,12967.4929
6/14/2017,56896.50,3628.07,13282.3529
6/15/2017,54412.39,3628.74,13050.5925
6/16/2017,51327.89,3629.36,12852.5463
6/17/2017,48481.43,3629.95,11704.6196
6/18/2017,43677.53,3630.47,11063.545
6/19/2017,40354.13,3630.9,13164.025
6/20/2017,40998.28,3631.33,13744.5892
6/21/2017,42531.05,3631.8,12750.7625
6/22/2017,42237.39,3632.26,12998.2642
6/23/2017,41770.64,3632.71,13078.1929
6/24/2017,37431.89,3633.11,11770.975
6/25/2017,37438.51,3633.52,11101.0225
6/26/2017,33303.68,3633.83,13134.5946
6/27/2017,33082.64,3634.14,12879.5458
6/28/2017,31615.32,3634.43,12627.9721
6/29/2017,31846.03,3634.72,12829.1621
6/30/2017,24426.84,3634.89,12895.2671
7/1/2017,25356.43,3635.07,13045.4383
7/2/2017,23018.32,3635.22,12576.6396
7/3/2017,21477.45,3635.32,14165.4079
7/4/2017,21941.77,3635.45,12741.5883
7/5/2017,20491.47,3635.53,14426.5171
7/6/2017,21667.26,3635.63,14342.1863
7/7/2017,15373.38,3635.63,14330.7446
7/8/2017,19184.33,3635.71,13113.2258
7/9/2017,14256.61,3635.72,12584.4542
7/10/2017,16704.82,3635.74,14404.1746
7/11/2017,19120.83,3635.8,14304.1725
7/12/2017,11475.92,3635.74,14205.3638
7/13/2017,15848.11,3635.75,14175.7433
7/14/2017,12340.39,3635.7,14440.6658
7/15/2017,12943.64,3635.68,13157.9054
7/16/2017,13432.28,3635.67,13018.2663
7/17/2017,8564.30,3635.56,14433.4913
7/18/2017,12394.72,3635.51,14493.0425
7/19/2017,8989.35,3635.41,14226.8683
7/20/2017,15452.04,3635.41,14410.9321
7/21/2017,12705.35,3635.37,14174.6617
7/22/2017,2982.94,3635.19,13233.5613
7/23/2017,8592.91,3635.11,12568.1746
7/24/2017,10467.36,3635.03,14441.0075
7/25/2017,14225.89,3635.01,14440.4458
7/26/2017,12942.22,3634.97,14408.8613
7/27/2017,10260.46,3634.89,14231.8033
7/28/2017,12281.94,3634.84,14374.0171
7/29/2017,12905.92,3634.82,13120.1629
7/30/2017,9929.46,3634.76,12646.6354
7/31/2017,11034.76,3634.69,14376.4229
8/1/2017,11558.92,3634.62,14901.6108
8/2/2017,11673.59,3634.55,15015.13
8/3/2017,10896.86,3634.47,14861.8554
8/4/2017,7177.18,3634.33,14886.0283
8/5/2017,8684.85,3634.23,13893.4954
8/6/2017,9709.42,3634.16,13044.3796
8/7/2017,11585.05,3634.09,14919.3942
8/8/2017,7977.10,3633.96,15048.1588
8/9/2017,7925.62,3633.83,14992.1217
8/10/2017,9176.01,3633.72,14993.0888
8/11/2017,6134.99,3633.56,15057.9071
8/12/2017,11531.99,3633.5,14234.9546
8/13/2017,7732.93,3633.4,12919.5004
8/14/2017,7908.34,3633.27,14954.7204
8/15/2017,9639.07,3633.17,14819.5896
8/16/2017,7710.55,3633.04,14748.7013
8/17/2017,8057.49,3632.91,15090.5479
8/18/2017,7862.30,3632.78,14890.8033
8/19/2017,7826.96,3632.66,14232.2933
8/20/2017,4763.11,3632.51,13019.1367
8/21/2017,9725.15,3632.41,14885.8358
8/22/2017,5151.39,3632.23,15248.6538
8/23/2017,5016.38,3632.05,15103.9833
8/24/2017,7020.85,3631.9,15250.5617
8/25/2017,6803.55,3631.75,15027.2079
8/26/2017,6837.71,3631.61,14439.42
8/27/2017,6783.97,3631.49,13151.04
8/28/2017,6921.34,3631.34,15127.6633
8/29/2017,5966.86,3631.18,14779.7683
8/30/2017,7597.94,3631.04,15177.4208
8/31/2017,6293.87,3630.88,15093.5921
9/1/2017,5346.40,3630.76,11735.6842
9/2/2017,5860.37,3630.65,11633.4492
9/3/2017,5799.40,3630.57,9734.21792
9/4/2017,6121.67,3630.49,10054.8308
9/5/2017,4782.42,3630.36,11769.4308
9/6/2017,5504.80,3630.24,11876.7629
9/7/2017,4074.35,3630.1,11662.5408
9/8/2017,6943.14,3630.01,11477.2725
9/9/2017,5412.51,3629.92,9943.95333
9/10/2017,8576.65,3629.89,9449.79083
9/11/2017,6069.25,3629.78,11816.38
9/12/2017,7174.18,3629.69,11700.5796
9/13/2017,7170.58,3629.6,11694.8421
9/14/2017,6805.48,3629.51,11327.6038
9/15/2017,14263.97,3629.54,11485.7813
9/16/2017,6272.47,3629.46,10185.6188
9/17/2017,5251.87,3629.37,9770.53875
9/18/2017,6026.19,3629.26,11757.635
9/19/2017,7674.81,3629.18,11582.1517
9/20/2017,6485.32,3629.08,11604.2725
9/21/2017,7668.76,3629,11572.3638
9/22/2017,4994.92,3628.87,11927.8788
9/23/2017,5478.57,3628.77,10589.1917
9/24/2017,8990.98,3628.74,9860.6775
9/25/2017,5984.17,3628.63,11696.8217
9/26/2017,7202.09,3628.54,11701.63
9/27/2017,9008.27,3628.48,11691.2083
9/28/2017,7839.35,3628.4,11731.0475
9/29/2017,9527.95,3628.35,11604.6083
9/30/2017,8187.60,3628.31,9659.57958
10/1/2017,15621.56,3628.41,8942.45125
10/2/2017,5610.74,3628.32,10414.9792
10/3/2017,9431.15,3628.29,10608.6046
10/4/2017,8318.92,3628.24,10704.2971
10/5/2017,9511.63,3628.21,10688.3417
10/6/2017,11218.72,3628.21,10583.885
10/7/2017,8548.82,3628.18,9725.66792
10/8/2017,16300.36,3628.29,9021.72875
10/9/2017,5226.59,3628.19,10631.4333
10/10/2017,7821.50,3628.12,11412.9204
10/11/2017,9030.81,3628.07,11414.2013
10/12/2017,11317.38,3628.07,10683.1529
10/13/2017,8132.02,3628.01,11117.8883
10/14/2017,12173.86,3628.05,9126.5025
10/15/2017,8203.90,3628.02,9379.81083
10/16/2017,7499.91,3627.96,10485.46
10/17/2017,8668.23,3627.91,11049.5958
10/18/2017,8069.92,3627.85,11053.2263
10/19/2017,7197.28,3627.79,10179.7546
10/20/2017,9000.30,3627.75,10777.4308
10/21/2017,3210.79,3627.64,9202.27875
10/22/2017,7851.31,3627.6,9626.915
10/23/2017,9172.53,3627.56,10947.7658
10/24/2017,5977.95,3627.47,10760.85
10/25/2017,7702.69,3627.41,10679.2029
10/26/2017,9501.15,3627.36,11875.6592
10/27/2017,7926.72,3627.3,10902.0775
10/28/2017,6981.22,3627.24,9955.20042
10/29/2017,7533.59,3627.2,9305.48792
10/30/2017,9530.46,3627.17,10701.9038
10/31/2017,6616.62,3627.09,10789.1517
11/1/2017,4750.92,3626.99,10124.3617
11/2/2017,9834.83,3626.96,11007.0325
11/3/2017,7740.35,3626.89,11311.3804
11/4/2017,6649.36,3626.82,10219.0504
11/5/2017,7188.84,3626.77,9559.20417
11/6/2017,7127.37,3626.68,11892.2888
11/7/2017,11838.78,3626.67,11812.1325
11/8/2017,4487.24,3626.55,11045.1967
11/9/2017,6354.62,3626.46,11114.4738
11/10/2017,7475.93,3626.41,9841.29292
11/11/2017,10324.94,3626.4,10298.3475
11/12/2017,8345.57,3626.38,8916.92667
11/13/2017,4622.06,3626.27,10572.4513
11/14/2017,8581.11,3626.22,10944.5467
11/15/2017,6381.59,3626.13,11133.0492
11/16/2017,7689.18,3626.06,11244.1183
11/17/2017,6511.87,3625.98,10662.8333
11/18/2017,7569.29,3625.93,9929.05583
11/19/2017,4594.13,3625.84,9337.56042
11/20/2017,8432.31,3625.79,10790.4896
11/21/2017,7097.73,3625.71,11242.2121
11/22/2017,8237.35,3625.65,11189.6296
11/23/2017,8479.68,3625.63,9049.31542
11/24/2017,7396.75,3625.56,10942.3792
11/25/2017,10020.81,3625.55,9995.10333
11/26/2017,8920.24,3625.53,9489.75125
11/27/2017,5105.66,3625.42,11028.6221
11/28/2017,11021.91,3625.41,10996.2471
11/29/2017,9162.35,3625.37,10920.64
11/30/2017,6914.69,3625.29,11050.0625
12/1/2017,7203.87,3625.2,12070.7317
12/2/2017,7412.54,3625.12,11682.8867
12/3/2017,8520.40,3625.07,11008.7642
12/4/2017,5875.65,3624.95,12516.2263
12/5/2017,8574.05,3624.88,12246.2392
12/6/2017,9077.95,3624.82,12155.7363
12/7/2017,7495.47,3624.73,12349.7104
12/8/2017,8072.86,3624.65,12332.7692
12/9/2017,8807.82,3624.59,11882.0113
12/10/2017,7075.67,3624.51,11332.2321
12/11/2017,8232.30,3624.43,12486.9492
12/12/2017,7607.66,3624.34,12451.7517
12/13/2017,5196.76,3624.21,12401.1367
12/14/2017,10471.02,3624.17,12356.8558
12/15/2017,6378.19,3624.06,12396.0471
12/16/2017,8310.43,3623.99,11964.8471
12/17/2017,7443.50,3623.92,11095.9683
12/18/2017,6935.42,3623.82,12355.6613
12/19/2017,6469.70,3623.71,12475.6396
12/20/2017,5032.89,3623.58,12212.6467
12/21/2017,13019.44,3623.58,12544.6217
12/22/2017,5768.34,3623.46,12354.9867
12/23/2017,9720.58,3623.42,11598.5221
12/24/2017,8568.72,3623.37,11034.8871
12/25/2017,6860.83,3623.29,11089.2654
12/26/2017,10493.93,3623.25,12370.2538
12/27/2017,7555.52,3623.16,12368.0796
12/28/2017,7562.88,3623.07,12373.5608
12/29/2017,7512.36,3622.98,12320.6079
12/30/2017,6520.20,3622.88,11911.9433
12/31/2017,9827.99,3622.85,11114.2971
1/1/2018,6659.27,3622.74,12956.7458
1/2/2018,8640.34,3622.64,14348.2388
1/3/2018,7471.90,3622.52,14346.7971
1/4/2018,7411.48,3622.4,14281.6075
1/5/2018,7507.43,3622.28,14373.3354
1/6/2018,8226.57,3622.19,13336.0213
1/7/2018,7608.05,3622.1,12714.3371
1/8/2018,9363.82,3622.01,14468.0329
1/9/2018,6389.90,3621.87,14406.7983
1/10/2018,8029.51,3621.76,14292.1517
1/11/2018,7027.09,3621.63,14450.2071
1/12/2018,10527.46,3621.56,14454.4292
1/13/2018,7906.86,3621.46,13577.4304
1/14/2018,6219.23,3621.34,13048.6329
1/15/2018,7060.80,3621.21,14466.43
1/16/2018,7212.35,3621.08,14612.6817
1/17/2018,5773.13,3620.93,14327.9642
1/18/2018,6157.85,3620.79,14125.8733
1/19/2018,7356.53,3620.67,14160.0071
1/20/2018,4834.30,3620.52,13369.4592
1/21/2018,9487.82,3620.46,12812.1767
1/22/2018,6895.65,3620.33,14264.1579
1/23/2018,6386.16,3620.19,14327.6404
1/24/2018,8465.78,3620.08,14669.3371
1/25/2018,4735.65,3619.91,14394.7825
1/26/2018,9738.66,3619.83,14204.43
1/27/2018,5587.88,3619.7,12932.0108
1/28/2018,7101.16,3619.6,12713.3258
1/29/2018,5289.57,3619.44,14351.3083
1/30/2018,6058.83,3619.29,14538.0996
1/31/2018,5951.61,3619.14,14424.4908
2/1/2018,7887.91,3619.05,12881.7392
2/2/2018,7188.28,3618.94,13327.3233
2/3/2018,7149.66,3618.84,12711.6554
2/4/2018,7286.85,3618.74,12846.2396
2/5/2018,7716.52,3618.65,12700.4808
2/6/2018,6477.68,3618.53,13176.9608
2/7/2018,7113.36,3618.42,13236.6867
2/8/2018,6499.32,3618.3,13191.2521
2/9/2018,7119.34,3618.19,13235.3229
2/10/2018,7553.71,3618.09,13095.3613
2/11/2018,5594.57,3617.96,12846.1092
2/12/2018,9461.04,3617.89,13284.4917
2/13/2018,10022.58,3617.83,13273.835
2/14/2018,4269.91,3617.67,13222.8133
2/15/2018,11761.65,3617.64,13299.5938
2/16/2018,3387.50,3617.46,13470.4921
2/17/2018,5613.20,3617.32,13411.6425
2/18/2018,4830.31,3617.17,13191.4017
2/19/2018,10298.49,3617.11,13538.6233
2/20/2018,6013.43,3616.98,13229.6638
2/21/2018,6616.57,3616.86,13260.6713
2/22/2018,6602.70,3616.74,13242.5975
2/23/2018,5298.10,3616.6,13067.9979
2/24/2018,7642.89,3616.5,13140.7063
2/25/2018,8284.86,3616.42,12646.95
2/26/2018,6018.44,3616.29,13209.9025
2/27/2018,3794.32,3616.12,13244.03
2/28/2018,7455.68,3616.02,12940.4654
3/1/2018,7321.46,3615.92,12711.2233
3/2/2018,5154.60,3615.78,12801.02
3/3/2018,6413.33,3615.67,12361.1133
3/4/2018,6759.07,3615.58,11575.5408
3/5/2018,8583.70,3615.49,13398.1592
3/6/2018,6100.06,3615.35,13729.835
3/7/2018,5988.12,3615.21,13612.6992
3/8/2018,6437.53,3615.08,13493.8867
3/9/2018,6182.73,3614.95,13234.4275
3/10/2018,6916.17,3614.85,12277.3704
3/11/2018,9558.67,3614.81,11546.7658
3/12/2018,3420.97,3614.63,13270.3383
3/13/2018,7061.13,3614.53,12413.6596
3/14/2018,2441.81,3614.33,13398.69
3/15/2018,8118.64,3614.23,13463
3/16/2018,4747.66,3614.07,13448.6096
3/17/2018,5694.88,3613.94,12710.83
3/18/2018,6803.13,3613.85,11578.0875
3/19/2018,7370.25,3613.74,13261.0829
3/20/2018,6263.80,3613.6,13826.5021
3/21/2018,4413.78,3613.43,13644.5963
3/22/2018,8743.28,3613.34,13506.0871
3/23/2018,7744.98,3613.23,13620.4083
3/24/2018,5693.00,3613.1,12678.8929
3/25/2018,5448.23,3612.98,11873.5088
3/26/2018,9227.37,3612.9,13422.5213
3/27/2018,4725.16,3612.74,13367.5313
3/28/2018,7665.10,3612.63,13523.0992
3/29/2018,7608.48,3612.52,13462.325
3/30/2018,4266.84,3612.35,13447.3413
3/31/2018,6266.02,3612.23,12666.5204
4/1/2018,6690.46,3612.16,10152.3313
4/2/2018,9553.38,3612.1,12460.0383
4/3/2018,6562.12,3611.99,12237.3388
4/4/2018,5697.81,3611.87,11923.3188
4/5/2018,6703.69,3611.76,12372.4946
4/6/2018,6311.62,3611.65,11976.9342
4/7/2018,9788.41,3611.6,12135.1392
4/8/2018,6440.28,3611.53,9890.92375
4/9/2018,6063.93,3611.41,12274.9938
4/10/2018,6192.63,3611.29,12400.2271
4/11/2018,6591.04,3611.18,12243.0275
4/12/2018,5337.93,3611.05,12089.0904
4/13/2018,7131.32,3610.95,12225.3146
4/14/2018,8705.19,3610.89,11594.6842
4/15/2018,7328.00,3610.84,9665.50958
4/16/2018,8792.24,3610.77,12230.3913
4/17/2018,7052.19,3610.68,11589.4004
4/18/2018,6504.00,3610.56,12688.1367
4/19/2018,7235.11,3610.46,12316.9258
4/20/2018,7777.12,3610.36,12855.9521
4/21/2018,6560.87,3610.26,11637.2763
4/22/2018,8755.81,3610.22,10537.5658
4/23/2018,7957.15,3610.13,12481.8096
4/24/2018,8317.14,3610.05,12291.0033
4/25/2018,3649.37,3609.88,12553.0871
4/26/2018,7967.74,3609.79,12484.6779
4/27/2018,5714.12,3609.66,12417.0608
4/28/2018,5234.43,3609.54,11386.6863
4/29/2018,9143.43,3609.52,9825.6925
4/30/2018,5722.56,3609.39,12416.4842
5/1/2018,7462.70,3609.29,12455.6567
5/2/2018,9188.45,3609.22,12541.6025
5/3/2018,14031.83,3609.24,12471.3533
5/4/2018,12361.96,3609.23,12438.8258
5/5/2018,13458.30,3609.3,9167.49458
5/6/2018,13429.18,3609.37,9137.04833
5/7/2018,13957.30,3609.39,12395.2221
5/8/2018,13489.63,3609.4,12474.1983
5/9/2018,10178.08,3609.35,12440.1646
5/10/2018,12773.13,3609.35,12304.0017
5/11/2018,10159.49,3609.3,12421.1921
5/12/2018,9987.74,3609.31,8973.15167
5/13/2018,14361.09,3609.4,8975.50375
5/14/2018,17826.16,3609.49,12438.0883
5/15/2018,19565.17,3609.61,12533.9367
5/16/2018,18600.41,3609.71,12658.9313
5/17/2018,19415.71,3609.83,12375.5646
5/18/2018,21006.52,3609.98,12318.2113
5/19/2018,20594.39,3610.18,9156.21917
5/20/2018,18949.03,3610.35,9145.96292
5/21/2018,19499.23,3610.47,12435.6879
5/22/2018,14352.87,3610.5,12231.1079
5/23/2018,18868.05,3610.61,12348.5317
5/24/2018,17427.03,3610.69,12553.805
5/25/2018,15284.06,3610.73,12609.395
5/26/2018,16055.57,3610.85,8977.12625
5/27/2018,17702.06,3611,8966.20042
5/28/2018,16803.81,3611.13,9164.12625
5/29/2018,23321.14,3611.32,12364.8154
5/30/2018,19486.54,3611.44,12385.9563
5/31/2018,18417.83,3611.54,12417.8838
6/1/2018,22003.54,3611.67,14056.2563
6/2/2018,16147.29,3611.77,9854.75958
6/3/2018,19018.33,3611.92,9954.055
6/4/2018,18164.86,3611.98,14079.1821
6/5/2018,19527.81,3612.07,13778.7538
6/6/2018,16867.04,3612.11,13886.0175
6/7/2018,14870.88,3612.11,14106.5113
6/8/2018,16357.90,3612.14,13931.0183
6/9/2018,12902.60,3612.18,9920.66583
6/10/2018,14531.86,3612.25,9885.56875
6/11/2018,12021.94,3612.2,14029.6925
6/12/2018,11105.38,3612.13,14221.015
6/13/2018,8637.83,3612.02,13967.9829
6/14/2018,13190.32,3611.99,14088.3983
6/15/2018,6439.54,3611.84,13980.2133
6/16/2018,8313.77,3611.8,9764.41792
6/17/2018,6073.20,3611.72,9736.02542
6/18/2018,7013.41,3611.58,13990.8033
6/19/2018,9946.40,3611.49,14157.6542
6/20/2018,6904.21,3611.35,13874.0971
6/21/2018,5918.73,3611.19,13987.1633
6/22/2018,9276.29,3611.09,14030.8754
6/23/2018,7506.08,3611.03,10054.1246
6/24/2018,7505.99,3610.97,10053.2558
6/25/2018,4380.27,3610.78,14083.8029
6/26/2018,5890.29,3610.62,13935.5746
6/27/2018,5925.62,3610.46,13964.1246
6/28/2018,4185.11,3610.27,13863.5463
6/29/2018,3709.81,3610.07,13927.8058
6/30/2018,5802.80,3609.98,9982.76333
7/1/2018,2723.12,3609.81,11162.5292
7/2/2018,3659.85,3609.58,15373.6275
7/3/2018,5359.53,3609.38,15420.8558
7/4/2018,3830.67,3609.23,11151.8854
7/5/2018,4187.09,3609.01,15321.12
7/6/2018,4339.90,3608.79,15461.095
7/7/2018,3943.84,3608.64,11243.5488
7/8/2018,3348.49,3608.48,11186.58
7/9/2018,3214.81,3608.24,15392.3654
7/10/2018,4256.08,3608.02,15333.4371
7/11/2018,4264.41,3607.8,15328.9321
7/12/2018,4176.05,3607.58,15228.275
7/13/2018,3823.10,3607.35,15403.2388
7/14/2018,5148.53,3607.22,11314.3954
7/15/2018,2977.73,3607.05,11299.2042
7/16/2018,3835.47,3606.82,15383.3971
7/17/2018,5587.38,3606.625,15237.8067
7/18/2018,5658.08,3606.43,15298.2346
7/19/2018,4303.29,3606.21,15277.1579
7/20/2018,5189.06,3606.01,15077.3108
7/21/2018,6252.26,3605.9,11303.83
7/22/2018,4171.46,3605.75,11363.8121
7/23/2018,4502.92,3605.53,15437.8479
7/24/2018,4294.97,3605.31,15217.6142
7/25/2018,2235.80,3605.05,15281.3708
7/26/2018,4423.40,3604.83,15318.4288
7/27/2018,3681.83,3604.6,15097.1413
7/28/2018,2997.27,3604.43,11205.9513
7/29/2018,3024.81,3604.26,11226.8888
7/30/2018,4100.29,3604.04,14949.9617
7/31/2018,3468.14,3603.8,15366.3296
8/1/2018,3829.74,3603.56,15712.4638
8/2/2018,2817.70,3603.3,15743.6021
8/3/2018,3917.35,3603.06,15768.74
8/4/2018,4445.33,3602.91,11532.6942
8/5/2018,2017.77,3602.715,11472.6833
8/6/2018,6231.87,3602.52,15676.5075
8/7/2018,3465.85,3602.27,15794.01
8/8/2018,3337.77,3602.02,15649.9871
8/9/2018,3390.77,3601.77,15685.9533
8/10/2018,4571.35,3601.54,15802.8592
8/11/2018,1373.44,3601.33,11544.4204
8/12/2018,2796.97,3601.18,9820.00042
8/13/2018,1958.99,3600.9,15765.4288
8/14/2018,6462.36,3600.71,15555.6404
8/15/2018,3022.56,3600.45,15752.4692
8/16/2018,2550.92,3600.18,15783.3725
8/17/2018,2534.74,3599.91,15747.4988
8/18/2018,5621.87,3599.78,11554.8138
8/19/2018,3502.89,3599.61,11506.3817
8/20/2018,2679.06,3599.34,15854.0146
8/21/2018,6296.27,3599.14,15833.3954
8/22/2018,6401.42,3598.94,15929.2613
8/23/2018,5465.62,3598.72,16016.1088
8/24/2018,7410.65,3598.54,15887.5538
8/25/2018,2188.87,3598.34333,11516.7821
8/26/2018,2185.50,3598.14667,11503.5692
8/27/2018,6601.41,3597.95,15910.7233
8/28/2018,5949.83,3597.74,15934.3513
8/29/2018,5346.52,3597.52,15833.6946
8/30/2018,4346.35,3597.28,15846.4879
8/31/2018,8416.05,3597.12,15808.2363
9/1/2018,1588.47,3596.92,11054.9138
9/2/2018,6726.51,3596.84,10051.9338
9/3/2018,3250.48,3596.69,10150.7592
9/4/2018,4361.72,3596.53,11766.4654
9/5/2018,4202.85,3596.37,11601.8617
9/6/2018,5854.86,3596.24,11719.5838
9/7/2018,4848.58,3596.09,11727.3746
9/8/2018,4178.88,3595.94,11052.9792
9/9/2018,3135.87,3595.79,10004.1892
9/10/2018,3836.02,3595.62,11715.2438
9/11/2018,4414.50,3595.46,11779.43
9/12/2018,2838.50,3595.27,11718.6346
9/13/2018,3917.91,3595.1,11776.3296
9/14/2018,3866.24,3594.93,11717.8925
9/15/2018,3353.34,3594.76,11198.2267
9/16/2018,3659.76,3594.62,9982.3775
9/17/2018,4523.26,3594.46,11850.7421
9/18/2018,3809.33,3594.29,11635.3446
9/19/2018,4827.82,3594.14,11639.0904
9/20/2018,3700.14,3593.96667,11681.3208
9/21/2018,3682.53,3593.79333,11656.4225
9/22/2018,3261.35,3593.62,11228.4913
9/23/2018,3185.95,3593.47,9973.91042
9/24/2018,4184.88,3593.31,11469.6779
9/25/2018,3383.64,3593.13,11665.2358
9/26/2018,2305.69,3592.93,11580.9142
9/27/2018,3872.77,3592.76,11637.315
9/28/2018,3427.95,3592.58,11686.1792
9/29/2018,2958.73,3592.4,11209.1463
9/30/2018,4575.04,3592.275,10073.0971
10/1/2018,4613.17,3592.15,10351.2104
10/2/2018,5345.71,3592.04,10332.1688
10/3/2018,4424.70,3591.91,10404.2204
10/4/2018,4395.85,3591.78,10371.4525
10/5/2018,7280.91,3591.71,10267.9967
10/6/2018,7229.45,3591.64,10215.6792
10/7/2018,13081.73,3591.71,9104.65542
10/8/2018,14843.24,3591.79,10367.1338
10/9/2018,11160.14,3591.8,10166.6233
10/10/2018,13578.07,3591.85,10593.1458
10/11/2018,16355.46,3591.96,10381.9479
10/12/2018,7878.71,3591.9,10370.1988
10/13/2018,9724.27,3591.88,10224.0517
10/14/2018,8959.81,3591.87,8961.95292
10/15/2018,4361.95,3591.74,10336.0588
10/16/2018,5884.09,3591.64,10362.7992
10/17/2018,9246.10,3591.61,10242.83
10/18/2018,9918.31,3591.59,10417.4383
10/19/2018,5927.05,3591.5,9905.29167
10/20/2018,8212.27,3591.45,10201.6167
10/21/2018,8162.81,3591.42,9158.54708
10/22/2018,9232.62,3591.39,10227.9117
10/23/2018,3346.60,3591.24,10298.685
10/24/2018,6372.27,3591.15,10343.5267
10/25/2018,6925.44,3591.07,10398.7454
10/26/2018,5577.22,3590.96,10535.7542
10/27/2018,5376.32,3590.85,10331.9604
10/28/2018,6116.82,3590.78,9090.16792
10/29/2018,5424.79,3590.67,10376.1396
10/30/2018,5948.37,3590.57,10402.3779
10/31/2018,5571.63,3590.46,10517.1492
11/1/2018,7723.40,3590.44,8219.16292
11/2/2018,5701.61,3590.38,8173.56542
11/3/2018,6110.80,3590.33,8087.96208
11/4/2018,5757.40,3590.27,8227.53792
11/5/2018,4403.28,3589.85,24622.2292
11/6/2018,1382.02,3589.09,38248.8375
11/7/2018,2987.66,3588.36,38239.1683
11/8/2018,3129.59,3588.01,19728.7742
11/9/2018,3278.17,3587.9,8156.80917
